folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
General Health/Center for Epidemiologic Studies Depression Scale (CESD),cesd_6,"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt depressed.","Item from the CESD Questionnaire. [Radloff, L. S. (1977)](https://doi.org/10.1177/014662167700100306)<br><br>[Search for all CESD Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cesd)",choices,"",cesd,cesd_06depressed;cesd,"","",""
General Health/Center for Epidemiologic Studies Depression Scale (CESD),cesd_7,"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt that everything I did was an effort.","Item from the CESD Questionnaire. [Radloff, L. S. (1977)](https://doi.org/10.1177/014662167700100306)<br><br>[Search for all CESD Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cesd)",choices,"",cesd,cesd_07effort;cesd,"","",""
General Health/Center for Epidemiologic Studies Depression Scale (CESD),cesd_8,"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt hopeful about the future.","Item from the CESD Questionnaire. [Radloff, L. S. (1977)](https://doi.org/10.1177/014662167700100306)<br><br>[Search for all CESD Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cesd)",choices,"",cesd,cesd_08hopeful;cesd,"","",""
General Health/Center for Epidemiologic Studies Depression Scale (CESD),cesd_9,"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I thought my life had been a failure.","Item from the CESD Questionnaire. [Radloff, L. S. (1977)](https://doi.org/10.1177/014662167700100306)<br><br>[Search for all CESD Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cesd)",choices,"",cesd,cesd_09failure;cesd,"","",""
General Health/Center for Epidemiologic Studies Depression Scale (CESD),cesd_total,Center for Epidemiologic Studies Depression Scale: Sum of 20 items.,"Total score from the CESD Questionnaire,  a high score suggests more severe symptoms. [Radloff, L. S. (1977)](https://doi.org/10.1177/014662167700100306)<br><br>[Search for all CESD Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cesd)",numeric,"","",cesd_total;cesd,cesd_1 + cesd_2 + cesd_3 + cesd_4 + cesd_5 + cesd_6 + cesd_7 + cesd_8 + cesd_9 + cesd_10 + cesd_11 + cesd_12 + cesd_13 + cesd_14 + cesd_15 + cesd_16 + cesd_17 + cesd_18 + cesd_20,"",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_1,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you wished you were dead or wished you could go to sleep and not wake up?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_1wishdead;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_2,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you had any thoughts of killing yourself?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_2suicthoughts;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_3,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you been thinking about how you might kill yourself?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_3suicideas;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_4,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you had these thoughts and had some intention of acting on them?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_4suicintent;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_5,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you worked out the details of how to kill yourself? Do you intend to carry out this plan?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_5suicplan;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_6,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you taken steps toward making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away, or writing a suicide note)?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_6suicsteps;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_7,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you hurt yourself for reasons other than to die or without any intention of killing yourself (like to relieve stress, feel better, or get something else to happen)?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_7selfharm;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_3mo_8,"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you made a suicide attempt?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_3mo_8suicattempt;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_1,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you wished you were dead or wished you could go to sleep and not wake up?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_1wishdead;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_2,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you had any thoughts of killing yourself?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_2suicthoughts;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_3,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you been thinking about how you might kill yourself?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_3suicideas;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_4,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you had these thoughts and had some intention of acting on them?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_4suicintent;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_5,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you worked out the details of how to kill yourself? Do you intend to carry out this plan?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_5suicplan;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_6,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you taken steps toward making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away, or writing a suicide note)?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_6suicsteps;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_7,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you hurt yourself for reasons other than to die or without any intention of killing yourself (like to relieve stress, feel better, or get something else to happen)?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_7selfharm;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),cssrs_lf_8,"Columbia Suicide Severity Ratings Scale: In your lifetime, have you made a suicide attempt?",Item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),choices,"",no0_yes1,cssrs_lf_8suicattempt;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),nssi_3mo,Columbia Suicide Severity Ratings Scale Summary Value: Non-suicidal self harm in past 3 months,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if :cssrs_3mo_7:, no otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_NSSI_3mo;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),nssi_lf,Columbia Suicide Severity Ratings Scale Summary Value: Non-suicidal self harm in lifetime,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if :cssrs_lf_7:, no otherwise  </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_NSSI_lf;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),sa_3mo,Columbia Suicide Severity Ratings Scale Summary Value: Suicide attempt in past 3 months,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if :cssrs_3mo_8:, no otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_SA_3mo;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),sa_lf,Columbia Suicide Severity Ratings Scale Summary Value: Suicide attempt in lifetime,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if :cssrs_lf_8:, no otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_SA_lf;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),si_3mo_severity,Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation severity in last 3 months,Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Sum of :cssrs_3mo_1: - :cssrs_3mo_5: </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),numeric,"","",cssrs_SI_3mo_severity;cssrs,cssrs_3mo_1 + cssrs_3mo_2 + cssrs_3mo_3 + cssrs_3mo_4 + cssrs_3mo_5,"",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),si_3mo_yn,Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation yes/no in last 3 months,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if 1 for :cssrs_3mo_1: or :cssrs_3mo_2:, No otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_SI_3mo_yn;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),si_lf_severity,Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation severity in lifetime,Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Sum of :cssrs_lf_1: - :cssrs_lf_5: </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs),numeric,"","",cssrs_SI_lf_severity;cssrs,cssrs_lf_1 + cssrs_lf_2 + cssrs_lf_3 + cssrs_lf_4 + cssrs_lf_5,"",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),si_lf_yn,Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation yes/no in lifetime,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if 1 for :cssrs_lf_1: or :cssrs_lf_2:, No otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_SI_lf_yn;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),sp_3mo,Columbia Suicide Severity Ratings Scale Summary Value: Suicide planning in past 3 months,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if :cssrs_3mo_6:, no otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_SP_3mo;cssrs,"","",""
General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS),sp_lf,Columbia Suicide Severity Ratings Scale Summary Value: Suicide planning in lifetime,"Summary item from a modified version of the CSSRS Questionnaire. [Salvi 2019 (PMID: 31039299)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7974826/)<br><br> <em> Formula: Yes if :cssrs_lf_6:, no otherwise </em><br><br>[Search for all CSSRS Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=cssrs)",choices,"",noyes,cssrs_SP_lf;cssrs,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_1,"Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Feeling nervous, anxious, or on edge ","Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_01nervous;gad7,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_2,Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Not being able to stop or control worrying ,"Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_02control;gad7,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_3,Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Worrying too much about different things ,"Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_03worry;gad7,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_4,Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Trouble relaxing ,"Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_04relax;gad7,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_5,Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Being so restless that it is hard to sit still ,"Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_05restless;gad7,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_6,Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Becoming easily annoyed or irritable ,"Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_06annoy;gad7,"","",""
General Health/Generalized Anxiety Disorder Questionnaire (GAD-7),gad_7,"Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Feeling afraid, as if something awful might happen","Item from the GAD-7 Questionnaire. [Spitzer et al, 2006 (PubMed ID: 16717171)](https://pubmed.ncbi.nlm.nih.gov/16717171/) <br><br>[Search for all GAD-7 Questionnaire variables within this dataset](https://sleepdata.org/datasets/answers/variables?search=gad7)",choices,"",gad,gad7_07afraid;gad7,"","",""
